RowNumber,CustomerId,Surname,CreditScore,Geography,Gender,Age,Tenure,Balance,NumOfProducts,HasCrCard,IsActiveMember,EstimatedSalary,Exited
75664.56,1,,,,,,,,,,,,
71972.95,0,,,,,,,,,,,,
23702.42,0,,,,,,,,,,,,
112572.02,0,,,,,,,,,,,,
62424.46,0,,,,,,,,,,,,
131238.37,1,,,,,,,,,,,,
184350.78,0,,,,,,,,,,,,
13999.64,1,,,,,,,,,,,,
168152.76,0,,,,,,,,,,,,
35640.12,1,,,,,,,,,,,,
120088.17,0,,,,,,,,,,,,
74346.11,0,,,,,,,,,,,,
2955.46,0,,,,,,,,,,,,
146504.35,0,,,,,,,,,,,,
149602.54,0,,,,,,,,,,,,
53020.9,0,,,,,,,,,,,,
41788.25,1,,,,,,,,,,,,
74849.46,0,,,,,,,,,,,,
134417.31,0,,,,,,,,,,,,
75837.58,0,,,,,,,,,,,,
54869.54,0,,,,,,,,,,,,
35356.46,0,,,,,,,,,,,,
122141.13,0,,,,,,,,,,,,
119439.66,0,,,,,,,,,,,,
81999.53,0,,,,,,,,,,,,
120594.85,0,,,,,,,,,,,,
120770.75,1,,,,,,,,,,,,
134790.74,0,,,,,,,,,,,,
100137.7,0,,,,,,,,,,,,
158325.87,1,,,,,,,,,,,,
70007.67,0,,,,,,,,,,,,
88659.07,0,,,,,,,,,,,,
190889.13,0,,,,,,,,,,,,
56646.28,0,,,,,,,,,,,,
32999.1,0,,,,,,,,,,,,
178235.37,1,,,,,,,,,,,,
25448.31,0,,,,,,,,,,,,
84871.99,0,,,,,,,,,,,,
157822.54,0,,,,,,,,,,,,
84383.22,1,,,,,,,,,,,,
119216.46,0,,,,,,,,,,,,
82547.01,0,,,,,,,,,,,,
86764.46,0,,,,,,,,,,,,
197372.13,0,,,,,,,,,,,,
82872.64,1,,,,,,,,,,,,
129563.86,0,,,,,,,,,,,,
135388.89,0,,,,,,,,,,,,
4497.55,0,,,,,,,,,,,,
67885.37,0,,,,,,,,,,,,
111471.55,0,,,,,,,,,,,,
134407.93,0,,,,,,,,,,,,
108258.22,1,,,,,,,,,,,,
197528.62,0,,,,,,,,,,,,
139761.25,0,,,,,,,,,,,,
136119.96,1,,,,,,,,,,,,
197812.16,0,,,,,,,,,,,,
51972.92,1,,,,,,,,,,,,
99341.87,0,,,,,,,,,,,,
171345.02,1,,,,,,,,,,,,
119056.68,1,,,,,,,,,,,,
172601.62,0,,,,,,,,,,,,
104936.88,0,,,,,,,,,,,,
159044.1,0,,,,,,,,,,,,
83263.06,0,,,,,,,,,,,,
130910.78,0,,,,,,,,,,,,
126336.72,0,,,,,,,,,,,,
27980.8,1,,,,,,,,,,,,
47880.71,0,,,,,,,,,,,,
73882.49,0,,,,,,,,,,,,
162960.05,1,,,,,,,,,,,,
68807.47,0,,,,,,,,,,,,
144039.05,0,,,,,,,,,,,,
151192.18,0,,,,,,,,,,,,
120225.62,0,,,,,,,,,,,,
56118.81,1,,,,,,,,,,,,
130853.03,0,,,,,,,,,,,,
185156.94,0,,,,,,,,,,,,
35671.45,0,,,,,,,,,,,,
59568.24,0,,,,,,,,,,,,
139911.58,0,,,,,,,,,,,,
56770.76,0,,,,,,,,,,,,
157564.75,0,,,,,,,,,,,,
131473.31,0,,,,,,,,,,,,
90424.09,0,,,,,,,,,,,,
156660.21,0,,,,,,,,,,,,
88372.69,1,,,,,,,,,,,,
46200.71,0,,,,,,,,,,,,
160548.12,0,,,,,,,,,,,,
1262.83,1,,,,,,,,,,,,
188639.28,0,,,,,,,,,,,,
14665.28,0,,,,,,,,,,,,
156868.21,0,,,,,,,,,,,,
30461.55,0,,,,,,,,,,,,
123885.88,0,,,,,,,,,,,,
60688.38,0,,,,,,,,,,,,
21785.91,0,,,,,,,,,,,,
188135.69,0,,,,,,,,,,,,
154364.66,0,,,,,,,,,,,,
61312.15,0,,,,,,,,,,,,
47454.93,0,,,,,,,,,,,,
121102.9,0,,,,,,,,,,,,
137419.87,1,,,,,,,,,,,,
157664.02,0,,,,,,,,,,,,
148689.65,0,,,,,,,,,,,,
39789.62,0,,,,,,,,,,,,
165162.4,0,,,,,,,,,,,,
137674.55,1,,,,,,,,,,,,
101371.72,0,,,,,,,,,,,,
65066.48,1,,,,,,,,,,,,
107876.91,0,,,,,,,,,,,,
111180.3,1,,,,,,,,,,,,
115650.63,0,,,,,,,,,,,,
165035.17,0,,,,,,,,,,,,
193746.55,0,,,,,,,,,,,,
58458.26,0,,,,,,,,,,,,
52332.85,0,,,,,,,,,,,,
75959.1,1,,,,,,,,,,,,
123.07,1,,,,,,,,,,,,
167066.95,1,,,,,,,,,,,,
117572.59,1,,,,,,,,,,,,
7166.71,0,,,,,,,,,,,,
137173.39,0,,,,,,,,,,,,
116442.42,1,,,,,,,,,,,,
32421.32,1,,,,,,,,,,,,
104665.79,0,,,,,,,,,,,,
44215.86,0,,,,,,,,,,,,
20164.47,0,,,,,,,,,,,,
26691.31,0,,,,,,,,,,,,
107955.67,0,,,,,,,,,,,,
150048.37,0,,,,,,,,,,,,
192255.15,0,,,,,,,,,,,,
173245.68,0,,,,,,,,,,,,
121457.88,1,,,,,,,,,,,,
104804.74,0,,,,,,,,,,,,
69767.14,0,,,,,,,,,,,,
178373.43,0,,,,,,,,,,,,
99924.04,0,,,,,,,,,,,,
49594.19,1,,,,,,,,,,,,
186071.14,0,,,,,,,,,,,,
77511.45,0,,,,,,,,,,,,
54816.57,0,,,,,,,,,,,,
61290.99,0,,,,,,,,,,,,
191821.35,1,,,,,,,,,,,,
156768.45,0,,,,,,,,,,,,
73731.32,0,,,,,,,,,,,,
122190.22,0,,,,,,,,,,,,
123509.01,0,,,,,,,,,,,,
8199.5,0,,,,,,,,,,,,
14113.11,0,,,,,,,,,,,,
51705.01,0,,,,,,,,,,,,
161937.62,1,,,,,,,,,,,,
120892.96,1,,,,,,,,,,,,
65035.02,0,,,,,,,,,,,,
164257.37,0,,,,,,,,,,,,
51987.99,0,,,,,,,,,,,,
10899.63,1,,,,,,,,,,,,
177355.8,1,,,,,,,,,,,,
63889.1,0,,,,,,,,,,,,
176433.6,0,,,,,,,,,,,,
81313.51,0,,,,,,,,,,,,
13998.88,0,,,,,,,,,,,,
5771.56,0,,,,,,,,,,,,
42693.65,0,,,,,,,,,,,,
90839.61,0,,,,,,,,,,,,
54144.01,0,,,,,,,,,,,,
184312.88,0,,,,,,,,,,,,
20306.79,0,,,,,,,,,,,,
128256.18,0,,,,,,,,,,,,
182720.07,0,,,,,,,,,,,,
4082.52,0,,,,,,,,,,,,
102233.73,0,,,,,,,,,,,,
132002.83,0,,,,,,,,,,,,
126838.7,0,,,,,,,,,,,,
181461.46,0,,,,,,,,,,,,
195325.74,0,,,,,,,,,,,,
29132.43,0,,,,,,,,,,,,
131804.86,0,,,,,,,,,,,,
173784.04,0,,,,,,,,,,,,
26249.86,0,,,,,,,,,,,,
182650.15,0,,,,,,,,,,,,
196582.55,0,,,,,,,,,,,,
141977.54,1,,,,,,,,,,,,
55313.51,0,,,,,,,,,,,,
62944.75,0,,,,,,,,,,,,
72375.03,0,,,,,,,,,,,,
188324.01,1,,,,,,,,,,,,
133403.07,0,,,,,,,,,,,,
157378.5,0,,,,,,,,,,,,
101240.08,1,,,,,,,,,,,,
102502.5,0,,,,,,,,,,,,
37577.66,0,,,,,,,,,,,,
83456.67,0,,,,,,,,,,,,
199420.41,0,,,,,,,,,,,,
24748.89,0,,,,,,,,,,,,
121765,0,,,,,,,,,,,,
113666.48,0,,,,,,,,,,,,
134110.93,0,,,,,,,,,,,,
183095.87,0,,,,,,,,,,,,
159891.03,0,,,,,,,,,,,,
8316.19,0,,,,,,,,,,,,
63736.36,0,,,,,,,,,,,,
94715.24,0,,,,,,,,,,,,
68695.38,0,,,,,,,,,,,,
36899.62,0,,,,,,,,,,,,
182775.08,0,,,,,,,,,,,,
62390.59,1,,,,,,,,,,,,
76042.48,0,,,,,,,,,,,,
70956.75,0,,,,,,,,,,,,
67311.12,0,,,,,,,,,,,,
110454.46,0,,,,,,,,,,,,
88479.02,1,,,,,,,,,,,,
122639.73,0,,,,,,,,,,,,
79723.78,0,,,,,,,,,,,,
97677.52,1,,,,,,,,,,,,
100720.02,1,,,,,,,,,,,,
104730.52,0,,,,,,,,,,,,
22499.29,0,,,,,,,,,,,,
28257.89,0,,,,,,,,,,,,
109988.09,0,,,,,,,,,,,,
149991.32,0,,,,,,,,,,,,
45180.8,0,,,,,,,,,,,,
181605.85,0,,,,,,,,,,,,
126469.09,0,,,,,,,,,,,,
160810.85,1,,,,,,,,,,,,
88146.86,0,,,,,,,,,,,,
88333.74,0,,,,,,,,,,,,
90174.83,0,,,,,,,,,,,,
81298.09,0,,,,,,,,,,,,
60013.17,0,,,,,,,,,,,,
100940.91,0,,,,,,,,,,,,
12599.94,1,,,,,,,,,,,,
128590.73,0,,,,,,,,,,,,
23180.37,0,,,,,,,,,,,,
55796.83,1,,,,,,,,,,,,
152097.02,0,,,,,,,,,,,,
162443.05,0,,,,,,,,,,,,
55551.26,0,,,,,,,,,,,,
109496.69,0,,,,,,,,,,,,
72105.63,0,,,,,,,,,,,,
41815.22,1,,,,,,,,,,,,
74005.04,1,,,,,,,,,,,,
70224.34,0,,,,,,,,,,,,
145528.22,0,,,,,,,,,,,,
124486.28,0,,,,,,,,,,,,
10078.02,0,,,,,,,,,,,,
164967.21,0,,,,,,,,,,,,
91149.48,0,,,,,,,,,,,,
103379.31,1,,,,,,,,,,,,
128049.34,1,,,,,,,,,,,,
54342.83,0,,,,,,,,,,,,
13614.01,1,,,,,,,,,,,,
35521.63,0,,,,,,,,,,,,
40496.72,0,,,,,,,,,,,,
91903.9,1,,,,,,,,,,,,
178667.7,0,,,,,,,,,,,,
32202.61,0,,,,,,,,,,,,
117034.32,0,,,,,,,,,,,,
163746.09,1,,,,,,,,,,,,
20346.69,0,,,,,,,,,,,,
84710.65,0,,,,,,,,,,,,
120531.31,0,,,,,,,,,,,,
152273.57,0,,,,,,,,,,,,
144345.58,0,,,,,,,,,,,,
96961,1,,,,,,,,,,,,
170307.43,0,,,,,,,,,,,,
29880.99,0,,,,,,,,,,,,
195104.91,0,,,,,,,,,,,,
187756.24,1,,,,,,,,,,,,
67599.69,0,,,,,,,,,,,,
105983.09,0,,,,,,,,,,,,
25980.42,1,,,,,,,,,,,,
112222.64,0,,,,,,,,,,,,
59864.96,0,,,,,,,,,,,,
42581.09,0,,,,,,,,,,,,
4777.23,0,,,,,,,,,,,,
178038.17,0,,,,,,,,,,,,
128521.16,1,,,,,,,,,,,,
109029.72,0,,,,,,,,,,,,
2267.88,0,,,,,,,,,,,,
55054.48,0,,,,,,,,,,,,
76456.17,0,,,,,,,,,,,,
75478.95,1,,,,,,,,,,,,
179144.54,0,,,,,,,,,,,,
193471.74,1,,,,,,,,,,,,
103570.8,0,,,,,,,,,,,,
102628.56,1,,,,,,,,,,,,
55772.04,0,,,,,,,,,,,,
192070.16,1,,,,,,,,,,,,
144808.37,0,,,,,,,,,,,,
5008.23,1,,,,,,,,,,,,
173680.39,0,,,,,,,,,,,,
115753.94,0,,,,,,,,,,,,
38928.48,1,,,,,,,,,,,,
174381.23,0,,,,,,,,,,,,
49829.8,0,,,,,,,,,,,,
76169.68,0,,,,,,,,,,,,
133465.57,0,,,,,,,,,,,,
38761.61,0,,,,,,,,,,,,
176779.46,0,,,,,,,,,,,,
13159.9,0,,,,,,,,,,,,
48217.97,1,,,,,,,,,,,,
134964.85,1,,,,,,,,,,,,
184221.11,0,,,,,,,,,,,,
19264.33,0,,,,,,,,,,,,
92797.23,0,,,,,,,,,,,,
33114.24,0,,,,,,,,,,,,
154347.95,1,,,,,,,,,,,,
184842.21,0,,,,,,,,,,,,
155743.48,0,,,,,,,,,,,,
88815.25,0,,,,,,,,,,,,
193747.57,0,,,,,,,,,,,,
116548.02,1,,,,,,,,,,,,
166324.79,1,,,,,,,,,,,,
40199.01,0,,,,,,,,,,,,
51919.04,0,,,,,,,,,,,,
73329.08,0,,,,,,,,,,,,
145387.05,1,,,,,,,,,,,,
140763.18,0,,,,,,,,,,,,
67979.35,0,,,,,,,,,,,,
133051.64,1,,,,,,,,,,,,
86791.9,0,,,,,,,,,,,,
47579.25,0,,,,,,,,,,,,
151623.71,0,,,,,,,,,,,,
164039.51,0,,,,,,,,,,,,
16528.4,1,,,,,,,,,,,,
66753.1,1,,,,,,,,,,,,
19244.58,0,,,,,,,,,,,,
103832.58,0,,,,,,,,,,,,
502.7,0,,,,,,,,,,,,
1408.68,0,,,,,,,,,,,,
5985.36,0,,,,,,,,,,,,
37460.05,0,,,,,,,,,,,,
30396.43,0,,,,,,,,,,,,
2498.67,0,,,,,,,,,,,,
55346.14,0,,,,,,,,,,,,
148330.97,1,,,,,,,,,,,,
59237.72,0,,,,,,,,,,,,
48644.94,0,,,,,,,,,,,,
140759.03,0,,,,,,,,,,,,
107712.42,0,,,,,,,,,,,,
181718.73,0,,,,,,,,,,,,
37054.65,0,,,,,,,,,,,,
173940.59,0,,,,,,,,,,,,
99298.8,0,,,,,,,,,,,,
62933.03,0,,,,,,,,,,,,
55287.84,0,,,,,,,,,,,,
48197.06,0,,,,,,,,,,,,
178642.73,0,,,,,,,,,,,,
8282.22,0,,,,,,,,,,,,
33300.56,0,,,,,,,,,,,,
76515.79,0,,,,,,,,,,,,
33680.56,0,,,,,,,,,,,,
168886.39,1,,,,,,,,,,,,
191746.23,1,,,,,,,,,,,,
93091.02,0,,,,,,,,,,,,
23904.52,0,,,,,,,,,,,,
15807.07,0,,,,,,,,,,,,
83773.02,0,,,,,,,,,,,,
90162.35,0,,,,,,,,,,,,
36639.25,0,,,,,,,,,,,,
139469.11,1,,,,,,,,,,,,
198402.37,1,,,,,,,,,,,,
194584.48,0,,,,,,,,,,,,
159629.64,0,,,,,,,,,,,,
34231.48,0,,,,,,,,,,,,
69643.31,1,,,,,,,,,,,,
90270.16,0,,,,,,,,,,,,
47848.56,0,,,,,,,,,,,,
162865.52,0,,,,,,,,,,,,
168650.4,0,,,,,,,,,,,,
54372.37,0,,,,,,,,,,,,
133897.32,0,,,,,,,,,,,,
147878.05,0,,,,,,,,,,,,
118313.38,0,,,,,,,,,,,,
181224.24,1,,,,,,,,,,,,
7921.57,0,,,,,,,,,,,,
5708.19,0,,,,,,,,,,,,
56756.52,1,,,,,,,,,,,,
4121.04,1,,,,,,,,,,,,
97213.09,0,,,,,,,,,,,,
12799.23,0,,,,,,,,,,,,
50400.32,0,,,,,,,,,,,,
41447.86,0,,,,,,,,,,,,
185543.35,0,,,,,,,,,,,,
189988.65,1,,,,,,,,,,,,
170819.01,0,,,,,,,,,,,,
85547.33,1,,,,,,,,,,,,
137037.97,0,,,,,,,,,,,,
19283.14,0,,,,,,,,,,,,
169425.3,1,,,,,,,,,,,,
132038.65,0,,,,,,,,,,,,
3626.47,0,,,,,,,,,,,,
50881.51,0,,,,,,,,,,,,
149170.25,1,,,,,,,,,,,,
182505.68,0,,,,,,,,,,,,
194072.56,1,,,,,,,,,,,,
9209.21,0,,,,,,,,,,,,
167931.81,0,,,,,,,,,,,,
123096.56,0,,,,,,,,,,,,
3965.69,0,,,,,,,,,,,,
87711.61,0,,,,,,,,,,,,
49667.28,0,,,,,,,,,,,,
136675.22,0,,,,,,,,,,,,
35865.44,1,,,,,,,,,,,,
26136.13,0,,,,,,,,,,,,
33373.26,1,,,,,,,,,,,,
10096.25,0,,,,,,,,,,,,
188782.3,0,,,,,,,,,,,,
79775.19,0,,,,,,,,,,,,
152740.16,0,,,,,,,,,,,,
5791.85,0,,,,,,,,,,,,
13182.43,0,,,,,,,,,,,,
187551.24,0,,,,,,,,,,,,
110560.14,0,,,,,,,,,,,,
63795.62,0,,,,,,,,,,,,
62086.62,0,,,,,,,,,,,,
12483.56,0,,,,,,,,,,,,
10963.04,0,,,,,,,,,,,,
8247,0,,,,,,,,,,,,
156260.08,0,,,,,,,,,,,,
26927.69,0,,,,,,,,,,,,
84782.42,1,,,,,,,,,,,,
19842.11,0,,,,,,,,,,,,
95393.43,0,,,,,,,,,,,,
133995.59,0,,,,,,,,,,,,
108003.38,0,,,,,,,,,,,,
99154.86,0,,,,,,,,,,,,
49503.5,0,,,,,,,,,,,,
196533.72,1,,,,,,,,,,,,
188426.13,1,,,,,,,,,,,,
171340.68,1,,,,,,,,,,,,
79071.89,0,,,,,,,,,,,,
20940.76,0,,,,,,,,,,,,
34774.26,0,,,,,,,,,,,,
6865.41,1,,,,,,,,,,,,
51143.43,0,,,,,,,,,,,,
47031.4,1,,,,,,,,,,,,
47160.01,0,,,,,,,,,,,,
158666.99,0,,,,,,,,,,,,
65464.66,0,,,,,,,,,,,,
78255.86,0,,,,,,,,,,,,
103548.25,0,,,,,,,,,,,,
89609.26,0,,,,,,,,,,,,
193476.04,0,,,,,,,,,,,,
5199.02,0,,,,,,,,,,,,
52827.51,0,,,,,,,,,,,,
86507.88,1,,,,,,,,,,,,
100423.88,0,,,,,,,,,,,,
175611.5,0,,,,,,,,,,,,
19282.85,0,,,,,,,,,,,,
27448.33,0,,,,,,,,,,,,
183963.34,0,,,,,,,,,,,,
45113.92,1,,,,,,,,,,,,
110776.01,0,,,,,,,,,,,,
183042.2,0,,,,,,,,,,,,
161571.79,0,,,,,,,,,,,,
166692.03,0,,,,,,,,,,,,
71173.64,0,,,,,,,,,,,,
5353.12,0,,,,,,,,,,,,
86019.48,0,,,,,,,,,,,,
86383.82,0,,,,,,,,,,,,
31641.52,1,,,,,,,,,,,,
70548.96,0,,,,,,,,,,,,
24411.02,0,,,,,,,,,,,,
122254.86,0,,,,,,,,,,,,
186035.72,0,,,,,,,,,,,,
73133.82,0,,,,,,,,,,,,
187734.49,1,,,,,,,,,,,,
111590.35,0,,,,,,,,,,,,
15859.95,0,,,,,,,,,,,,
61324.87,0,,,,,,,,,,,,
176868.89,0,,,,,,,,,,,,
98896.06,0,,,,,,,,,,,,
108739.15,0,,,,,,,,,,,,
12266.06,0,,,,,,,,,,,,
163317.5,0,,,,,,,,,,,,
182247.77,0,,,,,,,,,,,,
168261.4,0,,,,,,,,,,,,
158590.66,1,,,,,,,,,,,,
102566.46,1,,,,,,,,,,,,
141827.83,0,,,,,,,,,,,,
161671.15,0,,,,,,,,,,,,
192013.23,0,,,,,,,,,,,,
127875.1,0,,,,,,,,,,,,
60811.56,0,,,,,,,,,,,,
131177.22,0,,,,,,,,,,,,
130862.11,0,,,,,,,,,,,,
72970.93,0,,,,,,,,,,,,
28123.99,0,,,,,,,,,,,,
140754.19,1,,,,,,,,,,,,
166650.32,0,,,,,,,,,,,,
45507.24,0,,,,,,,,,,,,
112202.64,0,,,,,,,,,,,,
37140.2,0,,,,,,,,,,,,
178256.58,1,,,,,,,,,,,,
100982.93,1,,,,,,,,,,,,
109626.13,1,,,,,,,,,,,,
99251.24,0,,,,,,,,,,,,
143345.69,0,,,,,,,,,,,,
59653.03,0,,,,,,,,,,,,
196864.61,0,,,,,,,,,,,,
109960.4,1,,,,,,,,,,,,
127256.7,0,,,,,,,,,,,,
1099.95,0,,,,,,,,,,,,
146192.4,0,,,,,,,,,,,,
48553.77,0,,,,,,,,,,,,
144407.1,0,,,,,,,,,,,,
195760.53,0,,,,,,,,,,,,
44827.47,0,,,,,,,,,,,,
88743.99,0,,,,,,,,,,,,
88837.11,0,,,,,,,,,,,,
62112.7,0,,,,,,,,,,,,
163563.07,0,,,,,,,,,,,,
174800.31,0,,,,,,,,,,,,
42429.88,1,,,,,,,,,,,,
82647.65,0,,,,,,,,,,,,
134175.15,0,,,,,,,,,,,,
92243.94,1,,,,,,,,,,,,
6175.53,0,,,,,,,,,,,,
29213.63,0,,,,,,,,,,,,
67214.02,0,,,,,,,,,,,,
169037.84,1,,,,,,,,,,,,
188809.23,0,,,,,,,,,,,,
79408.17,0,,,,,,,,,,,,
89222.66,0,,,,,,,,,,,,
86079.67,0,,,,,,,,,,,,
12944.17,1,,,,,,,,,,,,
166516.84,0,,,,,,,,,,,,
126419.8,0,,,,,,,,,,,,
89103.05,0,,,,,,,,,,,,
132973.17,0,,,,,,,,,,,,
93122.41,0,,,,,,,,,,,,
167522.19,0,,,,,,,,,,,,
157239.6,0,,,,,,,,,,,,
107429.71,0,,,,,,,,,,,,
75304.09,0,,,,,,,,,,,,
182944.47,0,,,,,,,,,,,,
5983.7,0,,,,,,,,,,,,
163655.01,0,,,,,,,,,,,,
89385.92,0,,,,,,,,,,,,
168773.54,0,,,,,,,,,,,,
96864.36,0,,,,,,,,,,,,
134455.84,0,,,,,,,,,,,,
28368.37,0,,,,,,,,,,,,
103898.59,0,,,,,,,,,,,,
63239.65,0,,,,,,,,,,,,
170138.68,1,,,,,,,,,,,,
3837.08,0,,,,,,,,,,,,
92977.75,0,,,,,,,,,,,,
191368.37,0,,,,,,,,,,,,
104889.2,1,,,,,,,,,,,,
60285.3,0,,,,,,,,,,,,
180693.61,0,,,,,,,,,,,,
126475.79,0,,,,,,,,,,,,
133535.99,0,,,,,,,,,,,,
87412.24,1,,,,,,,,,,,,
164886.64,0,,,,,,,,,,,,
116238.39,0,,,,,,,,,,,,
138051.19,0,,,,,,,,,,,,
101617.64,1,,,,,,,,,,,,
1985.41,0,,,,,,,,,,,,
165626.6,0,,,,,,,,,,,,
177784.68,1,,,,,,,,,,,,
65765.22,0,,,,,,,,,,,,
50759.8,0,,,,,,,,,,,,
163216.48,0,,,,,,,,,,,,
74850.93,0,,,,,,,,,,,,
23491.09,0,,,,,,,,,,,,
134272.57,0,,,,,,,,,,,,
155721.15,0,,,,,,,,,,,,
147230.77,1,,,,,,,,,,,,
133210.44,0,,,,,,,,,,,,
18986.12,0,,,,,,,,,,,,
100507.81,0,,,,,,,,,,,,
59346.4,1,,,,,,,,,,,,
95372.64,0,,,,,,,,,,,,
31805.49,0,,,,,,,,,,,,
51959.82,0,,,,,,,,,,,,
130824.57,0,,,,,,,,,,,,
157694.76,1,,,,,,,,,,,,
933.38,0,,,,,,,,,,,,
2560.11,0,,,,,,,,,,,,
12905.89,1,,,,,,,,,,,,
176692.87,0,,,,,,,,,,,,
102908.63,0,,,,,,,,,,,,
41291.05,0,,,,,,,,,,,,
119127.06,0,,,,,,,,,,,,
126434.61,0,,,,,,,,,,,,
103901.35,0,,,,,,,,,,,,
85153,0,,,,,,,,,,,,
12493.61,0,,,,,,,,,,,,
167336.78,0,,,,,,,,,,,,
186180.42,0,,,,,,,,,,,,
88566.9,1,,,,,,,,,,,,
172526.9,1,,,,,,,,,,,,
137985.69,0,,,,,,,,,,,,
19793.73,1,,,,,,,,,,,,
107874.39,0,,,,,,,,,,,,
171995.34,0,,,,,,,,,,,,
61829.89,0,,,,,,,,,,,,
31728.35,0,,,,,,,,,,,,
155221.05,1,,,,,,,,,,,,
130866.95,0,,,,,,,,,,,,
62199.78,1,,,,,,,,,,,,
24255.21,0,,,,,,,,,,,,
64679.07,0,,,,,,,,,,,,
88120.78,1,,,,,,,,,,,,
66463.62,0,,,,,,,,,,,,
15142.1,1,,,,,,,,,,,,
102908.91,0,,,,,,,,,,,,
48170.57,0,,,,,,,,,,,,
11597.69,0,,,,,,,,,,,,
172450.04,1,,,,,,,,,,,,
184061.17,0,,,,,,,,,,,,
21038.58,1,,,,,,,,,,,,
109538.35,0,,,,,,,,,,,,
129192.55,0,,,,,,,,,,,,
146516.86,1,,,,,,,,,,,,
181430.91,0,,,,,,,,,,,,
121451.21,0,,,,,,,,,,,,
131712.51,0,,,,,,,,,,,,
53294.17,0,,,,,,,,,,,,
96546.55,0,,,,,,,,,,,,
184524.65,1,,,,,,,,,,,,
195259.31,1,,,,,,,,,,,,
172618.52,0,,,,,,,,,,,,
59259.44,0,,,,,,,,,,,,
25899.21,1,,,,,,,,,,,,
3749,1,,,,,,,,,,,,
101918.96,0,,,,,,,,,,,,
57802.62,0,,,,,,,,,,,,
142454.77,0,,,,,,,,,,,,
143829.54,0,,,,,,,,,,,,
44114.88,0,,,,,,,,,,,,
186948.35,0,,,,,,,,,,,,
173629.78,0,,,,,,,,,,,,
49133.45,0,,,,,,,,,,,,
178122.71,0,,,,,,,,,,,,
20893.61,0,,,,,,,,,,,,
41303.29,0,,,,,,,,,,,,
199808.1,1,,,,,,,,,,,,
180490.53,0,,,,,,,,,,,,
87400.53,0,,,,,,,,,,,,
73686.75,0,,,,,,,,,,,,
172497.73,0,,,,,,,,,,,,
89286.29,0,,,,,,,,,,,,
180082.7,0,,,,,,,,,,,,
22102.25,1,,,,,,,,,,,,
76068.95,0,,,,,,,,,,,,
32159.46,1,,,,,,,,,,,,
159557.28,1,,,,,,,,,,,,
107673.35,0,,,,,,,,,,,,
33607.72,0,,,,,,,,,,,,
141035.65,1,,,,,,,,,,,,
115719.08,0,,,,,,,,,,,,
86128.21,1,,,,,,,,,,,,
147668.64,0,,,,,,,,,,,,
177480.45,1,,,,,,,,,,,,
190937.09,0,,,,,,,,,,,,
84531.79,0,,,,,,,,,,,,
161133.4,0,,,,,,,,,,,,
185555.63,0,,,,,,,,,,,,
33075.24,0,,,,,,,,,,,,
39806.75,0,,,,,,,,,,,,
26389.92,0,,,,,,,,,,,,
12162.76,0,,,,,,,,,,,,
167237.94,0,,,,,,,,,,,,
52067.37,0,,,,,,,,,,,,
184006.36,1,,,,,,,,,,,,
582.59,1,,,,,,,,,,,,
143274.41,0,,,,,,,,,,,,
54474.48,1,,,,,,,,,,,,
121428.2,0,,,,,,,,,,,,
79704.12,0,,,,,,,,,,,,
41055.71,1,,,,,,,,,,,,
41590.4,0,,,,,,,,,,,,
54019.93,1,,,,,,,,,,,,
76053.07,0,,,,,,,,,,,,
184977.2,1,,,,,,,,,,,,
127678.95,1,,,,,,,,,,,,
1243.97,0,,,,,,,,,,,,
76326.67,0,,,,,,,,,,,,
145338.61,0,,,,,,,,,,,,
57751.21,0,,,,,,,,,,,,
138880.24,0,,,,,,,,,,,,
136120.29,0,,,,,,,,,,,,
167621.18,0,,,,,,,,,,,,
173276.62,0,,,,,,,,,,,,
99661.46,0,,,,,,,,,,,,
66333.56,1,,,,,,,,,,,,
70240.79,0,,,,,,,,,,,,
113553.42,0,,,,,,,,,,,,
690.84,0,,,,,,,,,,,,
98802.76,0,,,,,,,,,,,,
130661.95,0,,,,,,,,,,,,
116378.82,0,,,,,,,,,,,,
186052.15,0,,,,,,,,,,,,
100101.06,0,,,,,,,,,,,,
169952.82,0,,,,,,,,,,,,
61792.76,1,,,,,,,,,,,,
37973.13,0,,,,,,,,,,,,
188974.81,0,,,,,,,,,,,,
86334.64,0,,,,,,,,,,,,
152845.99,0,,,,,,,,,,,,
146652.11,0,,,,,,,,,,,,
45482.04,1,,,,,,,,,,,,
168816.73,1,,,,,,,,,,,,
59297.34,0,,,,,,,,,,,,
125848.88,0,,,,,,,,,,,,
76264.27,0,,,,,,,,,,,,
3939.87,0,,,,,,,,,,,,
15306.29,0,,,,,,,,,,,,
58214.79,0,,,,,,,,,,,,
35877.03,0,,,,,,,,,,,,
21254.06,0,,,,,,,,,,,,
24533.89,1,,,,,,,,,,,,
23531.5,0,,,,,,,,,,,,
89099.18,0,,,,,,,,,,,,
807.06,0,,,,,,,,,,,,
121592.5,0,,,,,,,,,,,,
4700.66,0,,,,,,,,,,,,
161909.95,0,,,,,,,,,,,,
90389.61,1,,,,,,,,,,,,
2919.21,1,,,,,,,,,,,,
99086.74,0,,,,,,,,,,,,
163170.32,0,,,,,,,,,,,,
72757.33,0,,,,,,,,,,,,
73286.8,0,,,,,,,,,,,,
146056.29,0,,,,,,,,,,,,
167673.37,0,,,,,,,,,,,,
146011.55,0,,,,,,,,,,,,
103381.47,0,,,,,,,,,,,,
83022.92,0,,,,,,,,,,,,
